缺失TaxID且未下载	1931	Vicia sativa ssp. amphicarpa	-	tetraploid	-	Fabales	Fabaceae	Vicia
缺失TaxID且未下载	1939	Vigna reflexo-pilosa	-	diploid	-	Fabales	Fabaceae	Vigna
缺失TaxID且未下载	1954	Vitis berlandieri x Vitis riparia	-	diploid	Richter 110 haplotype V. rupestris	Vitales	Vitaceae	Vitis
缺失TaxID且未下载	1955	Vitis berlandieri x Vitis rupestris	-	-	-	Vitales	Vitaceae	Vitis
缺失TaxID且未下载	1960	Vitis labruscana x Vitis vinifera	-	diploid	TX6703(haplotype 2)	Vitales	Vitaceae	Vitis
缺失TaxID且未下载	1963	Vitis mustangensis x Vitis acerifolia	-	diploid	Riparia Gloire de Montpellier(phased)	Vitales	Vitaceae	Vitis
缺失TaxID且未下载	1969	Vitis vinifera cv. 'Manicure Finger'	-	diploid	-	Vitales	Vitaceae	Vitis
缺失TaxID且未下载	1970	Vitis vinifera ssp. vinifera	-	diploid	cultivated grapevine	Vitales	Vitaceae	Vitis
缺失TaxID且未下载	1995	Zingiber officinale Roscoe	-	diploid	ginger	Zingiberales	Zingiberaceae	Zingiber
缺失TaxID且未下载	1999	Ziziphus jujuba var.'Lingwuchangzao'	-	diploid	-	Rosales	Rhamnaceae	Ziziphus
缺失TaxID且未下载	2000	Ziziphus jujuba var.'Shiguang'	-	tetraploid	-	Rosales	Rhamnaceae	Ziziphus
缺失TaxID且未下载	2007	Zygnema cf. cylindricum SAG 698-1a_XF	-	-	-	Zygnematales	Zygnemataceae	Zygnema
缺失TaxID且未下载	2008	Zygnema circumcarinatum SAG 698-1b	-	-	-	Zygnematales	Zygnemataceae	Zygnema
缺失TaxID且未下载	2009	Zygnema circumcarinatum UTEX 1559	-	-	-	Zygnematales	Zygnemataceae	Zygnema
缺失TaxID且未下载	2010	Zygnema circumcarinatum UTEX 1560	-	-	-	Zygnematales	Zygnemataceae	Zygnema
缺失TaxID已下载	96	Angophora floribunda	-	-	-	Myrtales	Myrtaceae	Angophora
缺失TaxID已下载	1763	Spinacia tetrandra	-	diploid	-	Caryophyllales	Amaranthaceae	Spinacia
